tipo_negocio,tiene_reja,anio_apertura,trabajadores_total,trabajadores_salario_fijo,expectativa_trabajadores_3m,ventas_vs_mes_anterior,razon_cambio_ventas,expectativa_ventas_3m,cambio_inventario,expectativa_inventario_3m,percepcion_inventario,cambio_precios,expectativa_precios_3m,impacto_crimen,impacto_falta_credito,impacto_precio_bienes,impacto_competencia,credito_bancos,credito_proveedores,credito_familia,credito_gobierno,credito_privado,credito_otro,razon_sin_credito,quiere_crecer,razon_no_crecer,nivel_digitalizacion,tecnologias_digitales,horario_apertura,horario_cierre,sexo,tipo_local,educacion,rango_edad,latitud,longitud,salario_dejar_negocio_num,salario_dejar_negocio_text,consumo_energia_kw_num,consumo_energia_kw_text,consumo_energia_kw_cash
Kiosko,False,2016.0,5.0,3.0,Permanezca igual,Igual,No hay consumo,Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Poco,Mucho,False,True,False,False,False,,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",8:00 am,9:00 pm,Hombre,Rentado,Preparatoria,De 31 a 40,-37.3070705,-59.1432348,,Ninguno,,No sabe,
Bares y pequeños restaurantes,True,2025.0,1.0,1.0,Aumente,Mejor,Por la calidad e los alimentos,Mayores,Aumentó,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Moderado,Nada,Nada,Poco,False,False,False,False,False,No nunca,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",11:00 am,11:00 pm,Hombre,Rentado,Universidad y más,De 41 a 50,,,,No aceptaría porque prefiero mí propio negocio,,Todavía no vino la boleta,
Almacén,False,2024.0,3.0,0.0,Permanezca igual,Peor,"La recesión económica, bajo ingreso de los clientes por la zona.",Iguales,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Poco,Mucho,Moderado,False,False,True,False,True,,Las tasas de interés son muy altas,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",7:30 am,9:00 pm,Mujer,Rentado,Preparatoria,De 41 a 50,-34.7812858,-58.4237862,1500000,,693.0,693 kWh,
Dietéticas,True,2018.0,2.0,2.0,Permanezca igual,Igual,Permanecen igual porque la inflación baja.,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Poco,Poco,Nada,False,False,False,False,False,,No necesito un crédito,False,Porque está satisfecho con su negocio,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Hombre,Propio,Secundaria,Más de 60,-34.70342,-58.39691,,-,,-,
Fiambrería,True,2025.0,3.0,3.0,Aumente,Igual,Se mantienen o a veces disminuyen porque la gente no tiene plata.,Mayores,Aumentó,Permanezca igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Mucho,Mucho,Mucho,False,False,False,False,False,,Las tasas de interés son muy altas,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:30 am,9:00 pm,Mujer,Rentado,Secundaria,De 21 a 30,-34.0,70581.0,500000,,,-,
Heladería,True,2021.0,2.0,2.0,Aumente,Mejor,"Porque hace mas calor, y esta iniciando la etapa de verano",Mayores,Aumentó,Incremente,Muy poco,Aumentó,Permanezcan igual,Mucho,Poco,Moderado,Algo,True,True,False,False,False,,,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",12:00 pm,11:00 pm,Hombre,Rentado,Universidad y más,De 21 a 30,37.0,32121.0,1250000,,600.0,600 KW,
Carnicería,False,2006.0,3.0,3.0,Permanezca igual,Peor,Ellos piensan que las personas dejaron de comprar carne porque los salarios han quedado bajos,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Permaneció igual,Aumenten,Poco,Nada,Poco,Nada,False,False,False,False,False,De ninguna. Son socios con capital propio,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,8:00 pm,Hombre,Rentado,Secundaria,De 41 a 50,-34.5825095,-58.4982336,20.0,"No lo saben, es un negocio de casi 20 años, no está en sus ideas dejarlo",1700.0,1700 kw bimestrales,
Bares y pequeños restaurantes,False,2025.0,4.0,1.0,Aumente,Igual,Poco consumo y poca publicidad,Mayores,Aumentó,Incremente,Muy poco,Aumentó,Aumenten,Nada,Nada,Poco,Nada,False,True,False,False,False,,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",11:30 am,11:00 pm,Mujer,Propio,Preparatoria,De 21 a 30,-37.3098376,-59.1396655,1500000,,600,,
Almacén,True,1986.0,9.0,9.0,Disminuya,Peor,Menos ingresos en la población,Menores,Disminuyó,Disminuya,Demsiado grande,Aumentó,Aumenten,Poco,Mucho,Moderado,Algo,False,True,False,False,False,Mercadopago,Las tasas de interés son muy altas,False,Porque sería muy complicado administrarlo,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",8:00 am,8:30 pm,Hombre,Propio,Universidad y más,De 41 a 50,-34.0,6246892.0,,,,,
Carnicería,False,2025.0,2.0,0.0,Aumente,Peor,"La situación económica, la inflación",Mayores,Disminuyó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Mucho,Mucho,Poco,False,True,False,False,False,Pago diario proveedores,Las tasas de interés son muy altas,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",9:00 am,9:00 pm,Hombre,Rentado,Preparatoria,De 41 a 50,34.0,710958.0,2000000,,,500.000$,500000.0
Almacén,True,1992.0,6.0,6.0,Permanezca igual,Igual,"Muchas cosas, los precios altos, no hay plata, otros comercios más grandes.",Mayores,Disminuyó,Incremente,Muy poco,Permaneció igual,Aumenten,Nada,Moderado,Algo,Mucho,False,False,False,False,False,,No necesito un crédito,False,Porque está satisfecho con su negocio,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:30 am,8:00 pm,Hombre,Rentado,Secundaria,Más de 60,-34.70346,-58.39598,2000000,,3458,,
Verdulería,False,2001.0,3.0,2.0,Permanezca igual,Peor,La gente no tiene dinero.,Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Poco,Mucho,Mucho,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:30 am,8:00 pm,Mujer,Rentado,Secundaria,De 51 a 60,-34.70556,-58.39695,,-,,-,
Carnicería,False,2024.0,2.0,2.0,Permanezca igual,Igual,La gente no tiene plata.,Mayores,Disminuyó,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Moderado,Mucho,Nada,False,False,False,False,False,,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:30 am,8:30 pm,Mujer,Rentado,Secundaria,De 41 a 50,-34.705907,-58.396901,1000000,,,-,
Dietéticas,True,2024.0,3.0,2.0,Permanezca igual,Peor,Por motivo de la incertidumbre que hay por las elecciones,Mayores,Permaneció igual,Permanezca igual,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Mucho,Algo,Algo,False,False,True,False,False,,Las tasas de interés son muy altas,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",9:30 am,8:30 pm,Mujer,Rentado,Universidad y más,Más de 60,-34.5764558,-58.483222,3000000,,,1500000 pesos,1500000.0
Bares y pequeños restaurantes,True,2025.0,5.0,5.0,Aumente,Mejor,"Es algo nuevo en la zona, son los pioneros de sushi en Isidro Casanova",Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Mucho,Algo,False,False,False,False,False,"No creo en los bancos, no tuve la necesidad me maneje con lo que tenía creciendo de a poco. Mí única deuda es pagará a mis empleados el sábado cobran todos pero estoy en fecha pago siempre",No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",4:30 pm,11:00 pm,Hombre,Rentado,Secundaria,De 31 a 40,,,,"No nunca, apuesto a esto creo en esto.",1340,,
Kiosko,False,2014.0,1.0,0.0,Permanezca igual,Mejor,Bajo ingreso de los clientes,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Mucho,Mucho,Mucho,Moderado,False,True,True,False,True,,Las tasas de interés son muy altas,False,Porque tendría que pagar más impuestos,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:30 am,9:00 pm,Mujer,Propio,Secundaria,Más de 60,-34.7808257,-58.4288352,3000000,,,,
Kiosko,True,1998.0,2.0,2.0,Permanezca igual,Peor,La gente no tiene plata,Menores,Disminuyó,Disminuya,Muy poco,Aumentó,Aumenten,Nada,Mucho,Mucho,Mucho,False,False,True,False,False,,Los procedimientos para aplicar son complicados,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",7:00 am,8:00 pm,Hombre,Rentado,Universidad y más,De 51 a 60,-34.5779625,-58.4882089,3000000,,,250000,250000
Almacén,False,2008.0,3.0,0.0,Permanezca igual,Igual,ALA GENTE no le alcanza la plata,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Mucho,Algo,True,False,False,False,False,Invertido en maquinaria no se acuerda era financiera solo para comercios. Con un chequera pagamos en el mismo lugar era solo para comercios,,True,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",8:00 am,9:00 pm,Mujer,Propio,Secundaria,De 31 a 40,,,,"No nunca es mí negocio, me hace feliz lo puedo heredar a mis hijos en el futuro",1356.0,1356 kws,
Kiosko,True,2011.0,4.0,4.0,Aumente,Mejor,Temporada alta por hallooween y dia de la madre y utilizo mucho las redes,Mayores,Aumentó,Disminuya,Demsiado grande,Permaneció igual,Permanezcan igual,Moderado,Nada,Nada,Poco,False,False,True,False,False,,No necesito un crédito,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",9:30 am,8:00 pm,Hombre,Rentado,Secundaria,De 31 a 40,-34.5780263,-58.4884214,,Invaluable,671,,
Fiambrería,True,2024.0,2.0,2.0,Permanezca igual,Peor,Por la situacion del pais,Menores,Disminuyó,Disminuya,En su nivel correcto,Aumentó,Aumenten,Poco,Mucho,Mucho,Poco,False,False,False,False,False,,Las tasas de interés son muy altas,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",9:00 am,8:00 pm,Hombre,Rentado,Universidad y más,De 21 a 30,-34.5784207,-58.4894115,,,,,
Confitería o Panadería,False,1980.0,2.0,2.0,Aumente,Peor,Varios factores: politico - economico - dolar - recesion,Iguales,Disminuyó,Incremente,En su nivel correcto,Permaneció igual,Disminuyan,Algo,Nada,Poco,Nada,False,False,False,False,False,No,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",10:00 am,7:00 pm,Mujer,Rentado,Secundaria,Más de 60,,,10000000,,,200.000 pesos (hay que pasar a kw),200000.0
Bares y pequeños restaurantes,False,2025.0,6.0,6.0,Aumente,Igual,50%,Mayores,Permaneció igual,Incremente,Demsiado grande,Aumentó,Permanezcan igual,Nada,Nada,Nada,Moderado,True,True,False,False,False,,,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",11:00 am,11:00 pm,Hombre,Rentado,Universidad y más,De 21 a 30,34.0,55496.0,30000000,,,15500,15500
Confitería o Panadería,False,2020.0,3.0,1.0,Permanezca igual,Peor,Estacional y contexto macroeconómico,Menores,Aumentó,Disminuya,En su nivel correcto,Aumentó,Aumenten,Poco,Algo,Mucho,Mucho,False,False,False,False,False,,Las tasas de interés son muy altas,False,Porque está satisfecho con su negocio,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",9:00 am,7:00 pm,Hombre,Rentado,Universidad y más,De 31 a 40,34.0,55494.0,40000000,,1070,,
Heladería,False,2015.0,5.0,4.0,Aumente,Mejor,Estacionalidad,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Poco,Nada,False,True,False,False,False,,Las tasas de interés son muy altas,True,,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,11:00 pm,Mujer,Propio,Secundaria,De 51 a 60,-34.0,6294157.0,0,,2800,,
Verdulería,False,2025.0,1.0,1.0,Aumente,Igual,"muchos clientes estudiantes y jubilados, que compran poco",Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Disminuyan,Algo,Nada,Moderado,Mucho,False,False,False,False,False,No,No necesito un crédito,True,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,Mujer,Rentado,Secundaria,De 21 a 30,-37.3289047606616,-59.12809043919313,,ninguno,,,
